title,project,issue_type
"Special characters in filepaths break RPM",fpm,BUG
"Smallest Common Multiple -- add a note about // noprotect",freeCodeCamp,BUG
"The commented code is considered for code validatation rather than just comment!",freeCodeCamp,BUG
"Default Output for Output Component is Misleading",freeCodeCamp,BUG
"[beta] error:: Unable to Add my LinkedIn to my Portfolio ",freeCodeCamp,BUG
"This challenge does not pass in Firefox but does in Chrome.",freeCodeCamp,BUG
"[beta] Client and server rendering difference",freeCodeCamp,BUG
"[beta] Various Challenges. Cursor Jumping to Top of Page",freeCodeCamp,BUG
"Local Scope and Functions issue with commented code.",freeCodeCamp,BUG
"[beta] managing packages with npm - entire section broken",freeCodeCamp,BUG
"Fix Types.toString for arrays",guava,BUG
"Unexpected cache behavior when using Weigher, which can result in entries that never expire",guava,BUG
"Contended cache access causes deadlock",guava,BUG
"LoadingCache stops loading forever after race condition",guava,BUG
"RaceCondition with AbstractExecutionThreadService?",guava,BUG
"Throwables#lazyStackTrace throws UnsupportedOperationException on AIX 5.3",guava,BUG
"Minor AggregateFuture cancellation race",guava,BUG
"Non-returning waitForLoadingValue thread when no loading thread exists",guava,BUG
"InternetDomainName incorrectly does not allow leading underscores",guava,BUG
"LoadingCache returning values that "expired" when setting expireAfterWrite to 0 for testing",guava,BUG
"FinalizableReferenceQueue can't be used in weblogic?",guava,BUG
"SortedMapTestSuiteBuilder ignores CollectionSize.ZERO / CollectionSize.ONE",guava,BUG
"BloomFilter add a new method:create(Funnel,long,double),but,i can not expected more than Integer.MAX_VALUE insertions?",guava,BUG
"com.google.common.cache.AbstractCache.SimpleStatsCounter is NOT thread-safe",guava,BUG
"LoadingCache.getIfPresent(key) returns null after LoadingCache.getUnchecked(key) returned non null value",guava,BUG
"guava-tests build is failing on windows ",guava,BUG
"PotentialDeadlockException.getConflictingStackTrace() returns private type",guava,BUG
"DoubleMath.fuzzyEquals should reject a tolerance of -0.0",guava,BUG
"TypeToken.isAssignableFrom with bounded wildcards",guava,BUG
"Concurrency issue between get(K key, Callable<? extends V> valueLoader) and invalidate(Object key)",guava,BUG
"InternetDomainName.isValid is not RFC1123 compliant",guava,BUG
"EventBus.LoggingSubscriberExceptionHandler drops an exception",guava,BUG
"ImmutableSortedSet with 1 non-Comparable element",guava,BUG
"Class name repeated in output of resolveType()",guava,BUG
"ExceptionInInitializerError",guava,BUG
"FileBackedOutputStream can leak open files on IO error",guava,BUG
"Double.POSITIVE_INFINITY seems to poison the com.google.common.util.concurrent.RateLimiter",guava,BUG
"Redundant loading of the same keys when using LoadingCache.getAll()",guava,BUG
"Preconditions.format possible NullPointerException",guava,BUG
"CacheBuilder#removalListener(RemovalListener) lacks information about deferred invoking RemovalListener",guava,BUG
"Edge case in EventBus#unregister",guava,BUG
"Public suffix list is used as though it were designed to be exhaustive, but it's not",guava,BUG
"TreeMultiset.setCount(null, old, new) behaves differently when multiset is empty",guava,BUG
"InetAddresses.isInetAddress(String) - IPV6 validation issue ",guava,BUG
"BloomFilter can't be serialized in Android",guava,BUG
"InetAddresses.forString does not correctly handle IPv6 addresses with scope_id",guava,BUG
"totalWeight Overflow problem in LocalCache.java",guava,BUG
"IndexOutOfBoundsException in Striped",guava,BUG
"Files.toString(File, Charset) puts an extra newline char to the result",guava,BUG
"Cache try to refresh value on getIfPresent(key) and asMap().get(key)",guava,BUG
"EventBus interacts poorly with generics",guava,BUG
"Guava cache memory leak",guava,BUG
"Cache returns already stale value when refreshing",guava,BUG
"Decide whether to escape semicolons in urlPathSegmentEscaper()",guava,BUG
"Some tests of our testers (in guava-testlib) fail on some JDKs",guava,BUG
"LoadingCache.refresh(key) should not bump the access time",guava,BUG
"What should happen when serializing a view collection of an *immutable* collection/map/etc.?",guava,BUG
"InternetDomainName fails to validate URLs with hyphens at the end of a subdomain",guava,BUG
"Cache.getAll fails to trigger refresh",guava,BUG
"Unwarranted catching of ThreadDeath, OOME, etc.?",guava,BUG
"Files and Resources do not handle UTF-8 files with BOM",guava,BUG
"Disable or fix GWT serialization for classes without serializers",guava,BUG
"DefaultStatusCodeHandlerResult has no default constructor, and the default XML serialiser can't serialise it",Nancy,BUG
"Temp files not cleaned up",Nancy,BUG
"Warning of empty body with Content-Type header",Nancy,BUG
"Kestrel Exception on urlencoded paths when Content Negotiation adds links to responses",Nancy,BUG
"Fix a memory leak",Nancy,BUG
"FormsAuthentication Login/logout methods assume configuration is not null",Nancy,BUG
"Greedy Route capturing too much within the DynamicDictionary when defining multiple routes that are Greedy.",Nancy,BUG
"ContentNegotiation invokes ModelFactories multiple times",Nancy,BUG
"Invalid http2 settings id may cause app crash.",okhttp,BUG
"HeldCertificate.Builder fails with Robolectric 3.5.1",okhttp,BUG
"Http2Connection does not handle integer overflow for stream id",okhttp,BUG
"OKHttp retry",okhttp,BUG
"MockWebServer request URL is wrong for proxy requests",okhttp,BUG
"100 (Continue) HTTP response should be handled gracefully regardless of whether it was requested/expected",okhttp,BUG
"NullPointerException in HttpUrl.class",okhttp,BUG
"I have a lot of thread locked in my tomcat, and this may be related to okhttp",okhttp,BUG
"Android O StrictMode: Untagged socket detected",okhttp,BUG
"Tunneling to https with an auth http proxy",okhttp,BUG
"A SocketTimeoutException occured after restart the network.",okhttp,BUG
"NetworkOnMainThreadException when calling evictAll() method",okhttp,BUG
"IOExceptions can cause infinite retries over HTTP/2",okhttp,BUG
"Recover gracefully from corrupted cache",okhttp,BUG
"HttpUrl.Builder.addQueryParameter is not escaping curly braces which causes Tomcat 8 to reject request",okhttp,BUG
"Connection coalescing unreliable due to DNS overlaps",okhttp,BUG
"A resource was acquired at attached stack trace but never released",okhttp,BUG
"java.net.SocketTimeoutException from HTTP/2 connection leaves dead okhttp clients in pool",okhttp,BUG
"A bug about io not close",okhttp,BUG
"Inconsistent timeout behaviour when attaching an interceptor that accesses the ResponseBody",okhttp,BUG
"`isCleartextTrafficPermitted()` fails on OpenJDK 8 + Robolectric",okhttp,BUG
"User-Agent Header not used for TLS tunnel",okhttp,BUG
"setHeaders() has surprising, bad side effects for MockResponse",okhttp,BUG
"MockWebserver fails for empty body requests with "Transfer-Encoding: chunked" header",okhttp,BUG
"Cache stops being written to when java.io.InterruptedIOException: thread interrupted",okhttp,BUG
"Recover gracefully from Thread.interrupt()",okhttp,BUG
"APIs for IDNs (â˜ƒ.net)",okhttp,BUG
"Implement & enforce hostname label limits",okhttp,BUG
"Consider upgrading HttpUrl to IDNA 2008",okhttp,BUG
"Socks 4 Proxy broken",okhttp,BUG
"Cache should recover gracefully when disk space is exhausted",okhttp,BUG
"Make bouncycastle a provided dependency for mockwebserver",okhttp,BUG
"Link Header pagination fails when there's no space between ';' and 'rel'",PowerShell,BUG
"Command completion shows duplicate items on Linux when the current working directory is in $env:PATH",PowerShell,BUG
"NullReferenceException in PrioritySendDataCollection.Clear()",PowerShell,BUG
"Process is terminating due to StackOverflowException with custom provider on PSModulePath",PowerShell,BUG
"FunctionInfo::ToString() repeats module prefix twice",PowerShell,BUG
"Range operator (aka DotDot operator) with char operands in pipeline throws error",PowerShell,BUG
"Test-ModuleManifest returns empty ExportedCmdlets",PowerShell,BUG
"Registry provider: New-Item -Force shouldn't blindly recreate the leaf path component (registry key)",PowerShell,BUG
"While debugging, sometimes won't cancel, and "accepting"",PowerShell,BUG
"Inheritance from interface and class are inconsistent",PowerShell,BUG
"Completion of hash table key has invalid replacement index/length",PowerShell,BUG
"SeServiceLogonRight is not getting cleaned up after exiting JEA session",PowerShell,BUG
"New-Item -Type Directory -Force # doesn't error when it should",PowerShell,BUG
"Memory leak in Import-PSSession and Remove-Module",PowerShell,BUG
"New-Item ignore's Path param if Name param is specified",PowerShell,BUG
"PrioritySendDataCollection.Clear() can throw a null reference exception",PowerShell,BUG
"$PSBoundParameters contains vestigial arguments from prior records",PowerShell,BUG
"Write-Output -NoEnumerate wrap singular items into PSObject[]",PowerShell,BUG
"New-TemporaryFile returns a object without extended filesystem provider properties",PowerShell,BUG
"Test failed "Should have download link about Universal C runtime that is reachable"",PowerShell,BUG
"Get-Command does not return all VisibleFunctions or VisibleCmdlets in JEA sessions with UMCI enforced",PowerShell,BUG
"CredSSP.cs - Unhandled exception in DeleteUserDelegateSettings calling GPO.OpenLocalMachineGPO(1) causing the PowerShell process to exit.",PowerShell,BUG
"Get-Date -UFormat inconsistencies compared to Linux strftime",PowerShell,BUG
"Some scripts / files with wildcard metacharacter [ in the file name or path cannot be invoked or redirected to",PowerShell,BUG
"Empty arguments not passed correctly",PowerShell,BUG
"Client Certificate Authentication in WebCmdlets Unavailable for macOS",PowerShell,BUG
"Installing on centos 7.3 fails using `install-powershell.sh`",PowerShell,BUG
"Number literal passed as an unconstrained parameter can result in culture-sensitive default output",PowerShell,BUG
"String in Sub-Expression incorrectly parsed",PowerShell,BUG
"Start-Job -InitializationScript should support $using: variable references too",PowerShell,BUG
"Get packaging working with newer FPM",PowerShell,BUG
"Preventing setting 'Ignore' as the $ErrorActionPreference value is poorly enforced on the command line, and not at all in scripts",PowerShell,BUG
"Resolve-Path normalizing trailing slash inconsistently",PowerShell,BUG
"get-date -uformat V bug",PowerShell,BUG
"Get-AuthenticodeSignature fails on NanoServer-Insider",PowerShell,BUG
"Limitations .Net Core to migrate Test-Connection cmdlet",PowerShell,BUG
"Get-FormatData doesn't report formatting data for some types for which formatting data ships with PowerShell.",PowerShell,BUG
"Parameter values that start with a hyphen (dash) do not parameter-bind as expected when using the CLI with -File",PowerShell,BUG
"Unix: A script without .ps1 extension passed to the powershell binary lacks invocation information ($PSCommandPath, $MyInvocation), such as when invoked via a shebang line.",PowerShell,BUG
"On Unix, a *.ps1 file invariably shadows an executable script (using a shebang line) with the same filename root when invoked with a relative path",PowerShell,BUG
"Split-Path -Parent /foo (root-location item path) returns the empty string instead of the root location on Unix",PowerShell,BUG
"Write-Warning causes errors in functions called with -WarningAction Ignore ",PowerShell,BUG
"If a module 'test' has multiple nested .psm1 modules that define powershell classes, then `using module test` can only load the classes defined in `test.psm1` but not other .psm1 files",PowerShell,BUG
"Running `using module f:\tmp\test` in global scope doesn't load the powershell class defined in the module to the global scope, while `using module f:\tmp\test\test.psm1` does",PowerShell,BUG
"Read-Host -Prompt accidentally exposes prompt commands meant for prompting for mandatory parameters only",PowerShell,BUG
"New-PSSession still fails with a NullReferenceException on macOS",PowerShell,BUG
"Engine event processing bypasses "ShouldQueueAndProcessInExecutionThread" causing state corruption and crash",PowerShell,BUG
"Adding a stderr redirection to an external-utility call changes error handling",PowerShell,BUG
"Installing Module using Install-Module Fails",PowerShell,BUG
"Dynamic Parameter Doesn't Autocomplete",PowerShell,BUG
"Unregister-ScheduledJob -Name 'Name' -WhatIf does not honor whatif",PowerShell,BUG
"AMSI scan should be done outside the static lock",PowerShell,BUG
"Create SSH remoting tests",PowerShell,BUG
"[S.M.A.Internal.AutomationNull]::Value is treated like a collection when used with -match, -notmatch, -like, -notlike",PowerShell,BUG
"NTFS: Rename-Item: does not support 255 Characters",PowerShell,BUG
"Document the WMF 4.0+ Dependency for Remoting on Server 2008r2",PowerShell,BUG
"Remoting: WS-Man "Authentication failure" with Basic authentication from Mac --> Windows",PowerShell,BUG
"TAB Completion in nested mode doesn't work for some variables",PowerShell,BUG
"Inconsistencies between Get-ChildItem and Remove-Item with respect to -Recurse",PowerShell,BUG
